,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
3825,4190,244,LowSeason,[2-3],Nonref,[160-260],[3-4],False
3826,4191,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
3827,4192,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
3828,4193,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
3829,4194,410,LowSeason,[0-1],Nonref,[160-260],[1-1],True
3830,4195,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
3831,4196,92,LowSeason,[4-7],Nonref,[260-360],[3-4],True
3832,4197,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
3833,4198,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
3834,4199,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
3835,4200,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
3836,4201,66,OffSeason,[2-3],Standard,[0-160],[2-2],True
3837,4202,297,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
3838,4203,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3839,4204,307,LowSeason,[2-3],Nonref,[0-160],[2-2],False
3840,4205,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
3841,4206,312,LowSeason,[0-1],Nonref,[160-260],[2-2],True
3842,4207,316,LowSeason,[0-1],Nonref,[0-160],[2-2],False
3843,4208,73,LowSeason,[4-7],Standard,[160-260],[3-4],False
3844,4209,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
3845,4210,309,LowSeason,[0-1],Nonref,[160-260],[2-2],False
3846,4211,420,LowSeason,[4-7],Nonref,[160-260],[1-1],False
3847,4212,265,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
3848,4213,315,LowSeason,[0-1],Nonref,[160-260],[3-4],False
3849,4214,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
3850,4215,315,LowSeason,[0-1],Nonref,[160-260],[3-4],False
3851,4216,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
3852,4217,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3853,4218,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
3854,4219,421,OffSeason,[4-7],Standard,[360-500],[3-4],False
3855,4220,406,WinterVacation,[4-7],Standard,[160-260],[5-inf],True
3856,4221,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3857,4222,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
3858,4223,395,LowSeason,[0-1],Standard,[160-260],[1-1],False
3859,4224,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3860,4225,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3861,4226,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3862,4227,244,LowSeason,[2-3],Nonref,[160-260],[3-4],False
3863,1097,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
3864,4228,299,LowSeason,[2-3],Nonref,[260-360],[3-4],True
3865,4229,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3866,4230,307,LowSeason,[2-3],Nonref,[0-160],[2-2],False
3867,4231,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
3868,4232,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3869,4233,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3870,4234,422,LowSeason,[4-7],Nonref,[360-500],[2-2],True
3871,4235,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3872,4236,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
3873,4237,244,LowSeason,[2-3],Nonref,[160-260],[3-4],False
3874,4238,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
3875,4239,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
3876,4240,423,Christmas,[8-inf],Nonref,[260-360],[5-inf],False
3877,4241,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
3878,4242,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
3879,4244,119,OffSeason,[4-7],Nonref,[160-260],[3-4],False
3880,4245,278,LowSeason,[2-3],Standard,[260-360],[3-4],False
3881,4246,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3882,4247,309,LowSeason,[0-1],Nonref,[160-260],[2-2],False
3883,4248,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3884,4249,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
3885,4250,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
3886,4251,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3887,4252,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3888,4253,386,OffSeason,[4-7],Standard,[260-360],[2-2],True
3889,4254,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3890,4255,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3891,4256,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3892,4257,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
3893,4258,248,LowSeason,[2-3],Standard,[160-260],[3-4],False
3894,4259,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
3895,4260,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
3896,4261,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
3897,4262,244,LowSeason,[2-3],Nonref,[160-260],[3-4],False
3898,4263,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
3899,4264,90,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
3900,4265,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
3901,4266,424,NewYear,[2-3],Standard,[160-260],[3-4],False
3902,2889,301,LowSeason,[2-3],Standard,[160-260],[1-1],False
3903,4267,329,LowSeason,[0-1],Nonref,[260-360],[2-2],False
3904,4268,315,LowSeason,[0-1],Nonref,[160-260],[3-4],False
3905,4269,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
3906,4247,293,LowSeason,[0-1],Standard,[160-260],[2-2],False
3907,4270,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
3908,4271,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3909,3930,293,LowSeason,[0-1],Standard,[160-260],[2-2],False
3910,4272,309,LowSeason,[0-1],Nonref,[160-260],[2-2],False
3911,4273,244,LowSeason,[2-3],Nonref,[160-260],[3-4],False
3912,4274,405,OffSeason,[0-1],Nonref,[160-260],[2-2],False
3913,4275,262,OffSeason,[0-1],Standard,[160-260],[2-2],False
3914,4276,405,OffSeason,[0-1],Nonref,[160-260],[2-2],False
3915,4277,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
3916,4278,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3917,4279,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3918,4280,309,LowSeason,[0-1],Nonref,[160-260],[2-2],False
3919,4281,425,LowSeason,[2-3],Standard,[260-360],[2-2],False
3920,4282,241,LowSeason,[4-7],Standard,[260-360],[3-4],True
3921,4283,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3922,4284,312,LowSeason,[0-1],Nonref,[160-260],[2-2],True
3923,4285,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
3924,4286,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
3925,4287,261,LowSeason,[2-3],Standard,[260-360],[3-4],True
3926,4288,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
3927,4289,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
3928,4290,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
3929,3456,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
3930,4291,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
3931,4292,248,LowSeason,[2-3],Standard,[160-260],[3-4],False
3932,4293,325,LowSeason,[2-3],Nonref,[160-260],[1-1],True
3933,4294,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3934,4295,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3935,4296,297,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
3936,4297,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3937,4245,250,LowSeason,[0-1],Standard,[160-260],[3-4],False
3938,4298,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
3939,4299,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
3940,4300,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
3941,4301,96,OffSeason,[4-7],Nonref,[260-360],[5-inf],False
3942,1281,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
3943,4303,309,LowSeason,[0-1],Nonref,[160-260],[2-2],False
3944,4305,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
3945,4305,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
3946,4306,312,LowSeason,[0-1],Nonref,[160-260],[2-2],True
3947,4307,426,LowSeason,[0-1],Standard,[0-160],[2-2],False
3948,4309,316,LowSeason,[0-1],Nonref,[0-160],[2-2],False
3949,4310,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
3950,4311,69,OffSeason,[2-3],Nonref,[0-160],[2-2],True
3951,4312,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
3952,4313,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
3953,4315,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3954,4316,427,NewYear,[2-3],Standard,[160-260],[2-2],False
3955,4317,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
3956,4318,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
3957,4319,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3958,4320,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3959,4321,244,LowSeason,[2-3],Nonref,[160-260],[3-4],False
3960,4322,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3961,4323,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
3962,4324,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3963,4325,199,OffSeason,[8-inf],Nonref,[160-260],[3-4],True
3964,4326,243,OffSeason,[0-1],Standard,[160-260],[3-4],False
3965,4327,110,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
3966,4328,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
3967,2618,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
3968,4329,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
3969,4330,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
3970,4331,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
3971,4332,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3972,4333,321,LowSeason,[0-1],Nonref,[260-360],[3-4],True
3973,4334,90,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
3974,4335,428,WinterVacation,[4-7],Nonref,[260-360],[5-inf],True
3975,4337,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
3976,4338,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
3977,4339,139,OffSeason,[4-7],Standard,[160-260],[5-inf],True
3978,4340,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3979,4342,88,OffSeason,[2-3],Nonref,[260-360],[3-4],True
3980,4343,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
3981,4344,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
3982,4345,361,OffSeason,[8-inf],Standard,[160-260],[1-1],True
3983,4346,420,LowSeason,[4-7],Nonref,[160-260],[1-1],False
3984,4347,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
3985,4348,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
3986,4349,429,NewYear,[2-3],Nonref,[260-360],[5-inf],False
3987,4350,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3988,4351,430,WinterVacation,[4-7],Standard,[260-360],[5-inf],True
3989,4352,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
3990,4351,431,WinterVacation,[4-7],Standard,[160-260],[2-2],False
3991,4353,110,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
3992,4354,254,LowSeason,[2-3],Nonref,[260-360],[3-4],False
3993,1,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3994,4355,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
3995,4356,136,WinterVacation,[2-3],Nonref,[160-260],[3-4],False
3996,2905,407,LowSeason,[0-1],Nonref,[260-360],[2-2],True
3997,4357,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
3998,4358,70,HighSeason,[4-7],Standard,[160-260],[3-4],True
3999,4359,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4000,4360,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4001,4361,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4002,4363,432,NewYear,[2-3],Standard,[160-260],[5-inf],True
4003,4364,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4004,4365,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
4005,802,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4006,4367,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
4007,4368,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
4008,4369,73,LowSeason,[4-7],Standard,[160-260],[3-4],False
4009,4370,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4010,4371,420,LowSeason,[4-7],Nonref,[160-260],[1-1],False
4011,4372,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4012,4373,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
4013,4374,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4014,4375,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
4015,4376,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4016,4377,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4017,4378,208,OffSeason,[2-3],Nonref,[260-360],[3-4],False
4018,4379,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
4019,4380,433,OffSeason,[0-1],Standard,[260-360],[5-inf],False
4020,4381,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4021,4383,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4022,4384,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
4023,4385,218,LowSeason,[2-3],Nonref,[160-260],[1-1],False
4024,4386,152,LowSeason,[4-7],Nonref,[160-260],[2-2],True
4025,4387,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4026,4388,434,Christmas,[4-7],Standard,[160-260],[3-4],True
4027,4389,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4028,4390,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4029,4391,435,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4030,4392,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
4031,4393,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4032,4394,144,LowSeason,[4-7],Nonref,[160-260],[3-4],False
4033,4395,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
4034,4396,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
4035,4397,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4036,4398,323,LowSeason,[0-1],Nonref,[260-360],[5-inf],False
4037,4399,111,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4038,4401,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4039,4402,315,LowSeason,[0-1],Nonref,[160-260],[3-4],False
4040,4403,436,WinterVacation,[2-3],Nonref,[260-360],[1-1],True
4041,4404,244,LowSeason,[2-3],Nonref,[160-260],[3-4],False
4042,1287,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4043,4405,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
4044,4406,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4045,4407,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4046,4408,437,LowSeason,[0-1],Nonref,[0-160],[1-1],False
4047,4304,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
4048,4200,433,OffSeason,[0-1],Standard,[260-360],[5-inf],False
4049,4409,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4050,4410,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4051,4411,438,OffSeason,[0-1],Nonref,[160-260],[1-1],False
4052,4412,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4053,4413,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4054,4414,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
4055,4415,309,LowSeason,[0-1],Nonref,[160-260],[2-2],False
4056,4416,248,LowSeason,[2-3],Standard,[160-260],[3-4],False
4057,4417,315,LowSeason,[0-1],Nonref,[160-260],[3-4],False
4058,96,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4059,4296,297,LowSeason,[2-3],Nonref,[160-260],[5-inf],False
4060,4419,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4061,4420,316,LowSeason,[0-1],Nonref,[0-160],[2-2],False
4062,4421,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
4063,4422,237,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
4064,4423,405,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4065,4424,65,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
4066,4425,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4067,4402,250,LowSeason,[0-1],Standard,[160-260],[3-4],False
4068,4107,38,OffSeason,[8-inf],Standard,[160-260],[2-2],False
4069,4426,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
4070,268,218,LowSeason,[2-3],Nonref,[160-260],[1-1],False
4071,4427,439,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4072,1537,293,LowSeason,[0-1],Standard,[160-260],[2-2],False
4073,4428,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4074,4429,438,OffSeason,[0-1],Nonref,[160-260],[1-1],False
4075,4430,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4076,4431,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4077,4432,329,LowSeason,[0-1],Nonref,[260-360],[2-2],False
4078,4433,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4079,4434,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
4080,4435,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4081,4437,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4082,4438,440,NewYear,[2-3],Nonref,[160-260],[3-4],True
4083,4439,93,OffSeason,[4-7],Nonref,[0-160],[2-2],False
4084,4440,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4085,4441,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4086,4442,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4087,4443,262,OffSeason,[0-1],Standard,[160-260],[2-2],False
4088,4445,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4089,4446,146,OffSeason,[0-1],Standard,[160-260],[1-1],False
4090,4447,165,OffSeason,[2-3],Standard,[260-360],[2-2],False
4091,4296,441,OffSeason,[0-1],Standard,[160-260],[5-inf],False
4092,4448,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4093,4449,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4094,1287,147,OffSeason,[4-7],Nonref,[260-360],[3-4],False
4095,4450,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4096,4451,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4097,4452,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4098,4453,405,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4099,4454,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4100,4455,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4101,4456,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4102,4457,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4103,4458,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
4104,4459,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4105,4460,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4106,4462,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4107,4463,158,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4108,4464,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
4109,4465,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4110,4466,178,OffSeason,[0-1],Standard,[160-260],[3-4],True
4111,4467,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
4112,4468,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4113,4469,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4114,4470,111,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4115,4471,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4116,1281,208,OffSeason,[2-3],Nonref,[260-360],[3-4],False
4117,4472,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4118,4473,435,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4119,4474,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4120,4475,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4121,4476,141,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4122,4477,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4123,4478,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4124,4479,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4125,4480,158,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4126,4481,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4127,1,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
4128,4482,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4129,4483,243,OffSeason,[0-1],Standard,[160-260],[3-4],False
4130,4484,146,OffSeason,[0-1],Standard,[160-260],[1-1],False
4131,4485,62,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4132,4486,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4133,4487,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4134,2798,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4135,4488,283,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4136,4489,442,OffSeason,[0-1],Nonref,[260-360],[3-4],True
4137,4490,60,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
4138,4491,443,OffSeason,[0-1],Nonref,[160-260],[1-1],True
4139,4492,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
4140,4493,141,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4141,4494,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4142,4495,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4143,4496,283,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4144,4497,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4145,4498,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
4146,1371,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
4147,4499,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4148,4502,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4149,4503,119,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4150,4504,444,OffSeason,[0-1],Standard,[160-260],[5-inf],True
4151,4505,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
4152,4506,111,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4153,4507,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4154,4508,178,OffSeason,[0-1],Standard,[160-260],[3-4],True
4155,4509,20,OffSeason,[2-3],Standard,[160-260],[5-inf],False
4156,4510,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
4157,4511,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
4158,4042,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
4159,4512,88,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4160,4513,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4161,4514,405,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4162,4515,445,OffSeason,[0-1],Standard,[260-360],[3-4],False
4163,4516,141,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4164,4517,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4165,4518,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
4166,4519,446,NewYear,[2-3],Standard,[0-160],[2-2],True
4167,4520,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4168,4522,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
4169,4523,262,OffSeason,[0-1],Standard,[160-260],[2-2],False
4170,4524,91,OffSeason,[2-3],Standard,[0-160],[2-2],False
4171,4525,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
4172,4526,111,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4173,4527,447,NewYear,[4-7],Nonref,[160-260],[5-inf],True
4174,4528,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4175,4530,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4176,4163,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4177,4531,77,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4178,4532,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4179,4533,158,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4180,4534,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4181,4535,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4182,4536,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
4183,4537,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4184,4538,402,OffSeason,[0-1],Nonref,[260-360],[5-inf],False
4185,4539,56,OffSeason,[4-7],Nonref,[160-260],[2-2],False
4186,4524,91,OffSeason,[2-3],Standard,[0-160],[2-2],False
4187,4540,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4188,2889,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
4189,4541,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4190,4542,72,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4191,4543,119,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4192,4544,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4193,4545,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4194,4047,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4195,4546,138,OffSeason,[8-inf],Nonref,[160-260],[2-2],False
4196,4547,88,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4197,4548,57,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4198,4549,409,OffSeason,[0-1],Standard,[160-260],[1-1],True
4199,4550,54,OffSeason,[0-1],Standard,[160-260],[2-2],True
4200,4551,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4201,4552,141,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4202,4554,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
4203,4555,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4204,4556,405,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4205,4557,61,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4206,4558,243,OffSeason,[0-1],Standard,[160-260],[3-4],False
4207,4559,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4208,4560,141,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4209,4561,155,OffSeason,[2-3],Nonref,[260-360],[2-2],False
4210,4562,53,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4211,4563,448,WinterVacation,[0-1],Standard,[160-260],[3-4],False
4212,4564,51,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4213,4565,60,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
4214,4566,55,OffSeason,[2-3],Nonref,[160-260],[2-2],True
